CANO-H2-2K4-G-2-160200,1975
CANO-H2-2K4-G-2-180200,2133
CANO-H2-2K4-G-2-200200,2277
CANO-H2-2K4-G-3-160200,2042
CANO-H2-2K4-G-3-180200,2202
CANO-H2-2K4-G-3-200200,2351
CANO-H2-2K4-G-4-160200,2093
CANO-H2-2K4-G-4-180200,2256
CANO-H2-2K4-G-4-200200,2408
CANO-H2-2K4-G-5-160200,2223
CANO-H2-2K4-G-5-180200,2394
CANO-H2-2K4-G-5-200200,2552
CANO-H2-2K4-G-6-160200,2260
CANO-H2-2K4-G-6-180200,2431
CANO-H2-2K4-G-6-200200,2592
CANO-H2-2S-1-080200,950
CANO-H2-2S-1-090200,1003
CANO-H2-2S-1-100200,1061
CANO-H2-2S-1-120200,1240
CANO-H2-2S-1-140200,1356
CANO-H2-2S-1-160200,1510
CANO-H2-2S-1-180200,1642
CANO-H2-2S-1-200200,1748
CANO-H2-2S-2-080200,988
CANO-H2-2S-2-090200,1043
CANO-H2-2S-2-100200,1103
CANO-H2-2S-2-120200,1283
CANO-H2-2S-2-140200,1402
CANO-H2-2S-2-160200,1558
CANO-H2-2S-2-180200,1693
CANO-H2-2S-2-200200,1803
CANO-H2-2S-3-080200,1040
CANO-H2-2S-3-090200,1098
CANO-H2-2S-3-100200,1157
CANO-H2-2S-3-120200,1342
CANO-H2-2S-3-140200,1464
CANO-H2-2S-3-160200,1625
CANO-H2-2S-3-180200,1762
CANO-H2-2S-3-200200,1876
CANO-H2-2S-4-080200,1080
CANO-H2-2S-4-090200,1138
CANO-H2-2S-4-100200,1200
CANO-H2-2S-4-120200,1388
CANO-H2-2S-4-140200,1514
CANO-H2-2S-4-160200,1676
CANO-H2-2S-4-180200,1816
CANO-H2-2S-4-200200,1932
CANO-H2-2S-5-080200,1182
CANO-H2-2S-5-090200,1245
CANO-H2-2S-5-100200,1309
CANO-H2-2S-5-120200,1503
CANO-H2-2S-5-140200,1637
CANO-H2-2S-5-160200,1806
CANO-H2-2S-5-180200,1954
CANO-H2-2S-5-200200,2076
CANO-H2-2S-6-080200,1209
CANO-H2-2S-6-090200,1273
CANO-H2-2S-6-100200,1339
CANO-H2-2S-6-120200,1535
CANO-H2-2S-6-140200,1671
CANO-H2-2S-6-160200,1841
CANO-H2-2S-6-180200,1991
CANO-H2-2S-6-200200,2116
CANO-H2-2S-G-1-160200,1635
CANO-H2-2S-G-1-180200,1754
CANO-H2-2S-G-1-200200,1863
CANO-H2-2S-G-2-160200,1683
CANO-H2-2S-G-2-180200,1805
CANO-H2-2S-G-2-200200,1918
CANO-H2-2S-G-3-160200,1750
CANO-H2-2S-G-3-180200,1875
CANO-H2-2S-G-3-200200,1991
CANO-H2-2S-G-4-160200,1799
CANO-H2-2S-G-4-180200,1930
CANO-H2-2S-G-4-200200,2047
CANO-H2-2S-G-5-160200,1931
CANO-H2-2S-G-5-180200,2067
CANO-H2-2S-G-5-200200,2191
CANO-H2-2S-G-6-160200,1966
CANO-H2-2S-G-6-180200,2104
CANO-H2-2S-G-6-200200,2231
CANO-H2-2S4-1-080200,1044
CANO-H2-2S4-1-090200,1111
CANO-H2-2S4-1-100200,1180
CANO-H2-2S4-1-120200,1382
CANO-H2-2S4-1-140200,1522
CANO-H2-2S4-1-160200,1700
CANO-H2-2S4-1-180200,1855
CANO-H2-2S4-1-200200,1985
CANO-H2-2S4-2-080200,1083
CANO-H2-2S4-2-090200,1151
CANO-H2-2S4-2-100200,1222
CANO-H2-2S4-2-120200,1425
CANO-H2-2S4-2-140200,1569
CANO-H2-2S4-2-160200,1748
CANO-H2-2S4-2-180200,1906
CANO-H2-2S4-2-200200,2039
CANO-H2-2S4-3-080200,1135
CANO-H2-2S4-3-090200,1203
CANO-H2-2S4-3-100200,1276
CANO-H2-2S4-3-120200,1484
CANO-H2-2S4-3-140200,1631
CANO-H2-2S4-3-160200,1815
CANO-H2-2S4-3-180200,1977
CANO-H2-2S4-3-200200,2113
CANO-H2-2S4-4-080200,1175
CANO-H2-2S4-4-090200,1245
CANO-H2-2S4-4-100200,1319
CANO-H2-2S4-4-120200,1530
CANO-H2-2S4-4-140200,1679
CANO-H2-2S4-4-160200,1866
CANO-H2-2S4-4-180200,2029
CANO-H2-2S4-4-200200,2170
CANO-H2-2S4-5-080200,1278
CANO-H2-2S4-5-090200,1350
CANO-H2-2S4-5-100200,1428
CANO-H2-2S4-5-120200,1647
CANO-H2-2S4-5-140200,1802
CANO-H2-2S4-5-160200,1996
CANO-H2-2S4-5-180200,2167
CANO-H2-2S4-5-200200,2314
CANO-H2-2S4-6-080200,1305
CANO-H2-2S4-6-090200,1379
CANO-H2-2S4-6-100200,1458
CANO-H2-2S4-6-120200,1678
CANO-H2-2S4-6-140200,1836
CANO-H2-2S4-6-160200,2031
CANO-H2-2S4-6-180200,2205
CANO-H2-2S4-6-200200,2354
CANO-H2-2S4-G-1-160200,1825
CANO-H2-2S4-G-1-180200,1969
CANO-H2-2S4-G-1-200200,2101
CANO-H2-2S4-G-2-160200,1873
CANO-H2-2S4-G-2-180200,2020
CANO-H2-2S4-G-2-200200,2154
CANO-H2-2S4-G-3-160200,1940
CANO-H2-2S4-G-3-180200,2090
CANO-H2-2S4-G-3-200200,2228
CANO-H2-2S4-G-4-160200,1989
CANO-H2-2S4-G-4-180200,2143
CANO-H2-2S4-G-4-200200,2285
CANO-H2-2S4-G-5-160200,2121
CANO-H2-2S4-G-5-180200,2280
CANO-H2-2S4-G-5-200200,2429
CANO-H2-2S4-G-6-160200,2156
CANO-H2-2S4-G-6-180200,2319
CANO-H2-2S4-G-6-200200,2469
CANO-H3-2K-1-080200,1008
CANO-H3-2K-1-090200,1064
CANO-H3-2K-1-100200,1125
CANO-H3-2K-1-120200,1321
CANO-H3-2K-1-140200,1444
CANO-H3-2K-1-160200,1614
CANO-H3-2K-1-180200,1763
CANO-H3-2K-1-200200,1899
CANO-H3-2K-2-080200,1046
CANO-H3-2K-2-090200,1104
CANO-H3-2K-2-100200,1165
CANO-H3-2K-2-120200,1364
CANO-H3-2K-2-140200,1488
CANO-H3-2K-2-160200,1663
CANO-H3-2K-2-180200,1815
CANO-H3-2K-2-200200,1953
CANO-H3-2K-3-080200,1097
CANO-H3-2K-3-090200,1157
CANO-H3-2K-3-100200,1221
CANO-H3-2K-3-120200,1423
CANO-H3-2K-3-140200,1552
CANO-H3-2K-3-160200,1729
CANO-H3-2K-3-180200,1885
CANO-H3-2K-3-200200,2027
CANO-H3-2K-4-080200,1137
CANO-H3-2K-4-090200,1198
CANO-H3-2K-4-100200,1264
CANO-H3-2K-4-120200,1468
CANO-H3-2K-4-140200,1600
CANO-H3-2K-4-160200,1780
CANO-H3-2K-4-180200,1938
CANO-H3-2K-4-200200,2083
CANO-H3-2K-5-080200,1239
CANO-H3-2K-5-090200,1305
CANO-H3-2K-5-100200,1373
CANO-H3-2K-5-120200,1585
CANO-H3-2K-5-140200,1723
CANO-H3-2K-5-160200,1911
CANO-H3-2K-5-180200,2075
CANO-H3-2K-5-200200,2228
CANO-H3-2K-6-080200,1268
CANO-H3-2K-6-090200,1333
CANO-H3-2K-6-100200,1403
CANO-H3-2K-6-120200,1617
CANO-H3-2K-6-140200,1757
CANO-H3-2K-6-160200,1946
CANO-H3-2K-6-180200,2114
CANO-H3-2K-6-200200,2268
CANO-H3-2K-G-1-160200,1750
CANO-H3-2K-G-1-180200,1875
CANO-H3-2K-G-1-200200,1990
CANO-H3-2K-G-2-160200,1798
CANO-H3-2K-G-2-180200,1927
CANO-H3-2K-G-2-200200,2044
CANO-H3-2K-G-3-160200,1865
CANO-H3-2K-G-3-180200,1997
CANO-H3-2K-G-3-200200,2118
CANO-H3-2K-G-4-160200,1916
CANO-H3-2K-G-4-180200,2051
CANO-H3-2K-G-4-200200,2174
CANO-H3-2K-G-5-160200,2046
CANO-H3-2K-G-5-180200,2189
CANO-H3-2K-G-5-200200,2319
CANO-H3-2K-G-6-160200,2081
CANO-H3-2K-G-6-180200,2226
CANO-H3-2K-G-6-200200,2358
CANO-H3-2K4-1-080200,1119
CANO-H3-2K4-1-090200,1191
CANO-H3-2K4-1-100200,1265
CANO-H3-2K4-1-120200,1490
CANO-H3-2K4-1-140200,1641
CANO-H3-2K4-1-160200,1839
CANO-H3-2K4-1-180200,2017
CANO-H3-2K4-1-200200,2181
CANO-H3-2K4-2-080200,1158
CANO-H3-2K4-2-090200,1231
CANO-H3-2K4-2-100200,1307
CANO-H3-2K4-2-120200,1534
CANO-H3-2K4-2-140200,1686
CANO-H3-2K4-2-160200,1889
CANO-H3-2K4-2-180200,2068
CANO-H3-2K4-2-200200,2236
CANO-H3-2K4-3-080200,1211
CANO-H3-2K4-3-090200,1285
CANO-H3-2K4-3-100200,1363
CANO-H3-2K4-3-120200,1593
CANO-H3-2K4-3-140200,1750
CANO-H3-2K4-3-160200,1954
CANO-H3-2K4-3-180200,2138
CANO-H3-2K4-3-200200,2309
CANO-H3-2K4-4-080200,1251
CANO-H3-2K4-4-090200,1325
CANO-H3-2K4-4-100200,1404
CANO-H3-2K4-4-120200,1638
CANO-H3-2K4-4-140200,1797
CANO-H3-2K4-4-160200,2005
CANO-H3-2K4-4-180200,2191
CANO-H3-2K4-4-200200,2365
CANO-H3-2K4-5-080200,1353
CANO-H3-2K4-5-090200,1432
CANO-H3-2K4-5-100200,1514
CANO-H3-2K4-5-120200,1754
CANO-H3-2K4-5-140200,1921
CANO-H3-2K4-5-160200,2137
CANO-H3-2K4-5-180200,2328
CANO-H3-2K4-5-200200,2509
CANO-H3-2K4-6-080200,1380
CANO-H3-2K4-6-090200,1461
CANO-H3-2K4-6-100200,1543
CANO-H3-2K4-6-120200,1786
CANO-H3-2K4-6-140200,1954
CANO-H3-2K4-6-160200,2172
CANO-H3-2K4-6-180200,2367
CANO-H3-2K4-6-200200,2549
CANO-H3-2K4-G-1-160200,1975
CANO-H3-2K4-G-1-180200,2129
CANO-H3-2K4-G-1-200200,2272
CANO-H3-2K4-G-2-160200,2023
CANO-H3-2K4-G-2-180200,2180
CANO-H3-2K4-G-2-200200,2325
CANO-H3-2K4-G-3-160200,2090
CANO-H3-2K4-G-3-180200,2250
CANO-H3-2K4-G-3-200200,2399
CANO-H3-2K4-G-4-160200,2141
CANO-H3-2K4-G-4-180200,2304
CANO-H3-2K4-G-4-200200,2456
CANO-H3-2K4-G-5-160200,2271
CANO-H3-2K4-G-5-180200,2442
CANO-H3-2K4-G-5-200200,2600
CANO-H3-2K4-G-6-160200,2306
CANO-H3-2K4-G-6-180200,2479
CANO-H3-2K4-G-6-200200,2640
CANO-H3-2S-1-080200,974
CANO-H3-2S-1-090200,1027
CANO-H3-2S-1-100200,1085
CANO-H3-2S-1-120200,1275
CANO-H3-2S-1-140200,1392
CANO-H3-2S-1-160200,1558
CANO-H3-2S-1-180200,1701
CANO-H3-2S-1-200200,1831
CANO-H3-2S-2-080200,1012
CANO-H3-2S-2-090200,1067
CANO-H3-2S-2-100200,1127
CANO-H3-2S-2-120200,1320
CANO-H3-2S-2-140200,1439
CANO-H3-2S-2-160200,1606
CANO-H3-2S-2-180200,1752
CANO-H3-2S-2-200200,1886
CANO-H3-2S-3-080200,1064
CANO-H3-2S-3-090200,1122
CANO-H3-2S-3-100200,1181
CANO-H3-2S-3-120200,1379
CANO-H3-2S-3-140200,1501
CANO-H3-2S-3-160200,1673
CANO-H3-2S-3-180200,1823
CANO-H3-2S-3-200200,1959
CANO-H3-2S-4-080200,1104
CANO-H3-2S-4-090200,1162
CANO-H3-2S-4-100200,1224
CANO-H3-2S-4-120200,1423
CANO-H3-2S-4-140200,1549
CANO-H3-2S-4-160200,1724
CANO-H3-2S-4-180200,1875
CANO-H3-2S-4-200200,2015
CANO-H3-2S-5-080200,1206
CANO-H3-2S-5-090200,1269
CANO-H3-2S-5-100200,1333
CANO-H3-2S-5-120200,1540
CANO-H3-2S-5-140200,1672
CANO-H3-2S-5-160200,1854
CANO-H3-2S-5-180200,2013
CANO-H3-2S-5-200200,2161
CANO-H3-2S-6-080200,1233
CANO-H3-2S-6-090200,1297
CANO-H3-2S-6-100200,1363
CANO-H3-2S-6-120200,1572
CANO-H3-2S-6-140200,1706
CANO-H3-2S-6-160200,1889
CANO-H3-2S-6-180200,2051
CANO-H3-2S-6-200200,2199
CANO-H3-2S-G-1-160200,1681
CANO-H3-2S-G-1-180200,1802
CANO-H3-2S-G-1-200200,1911
CANO-H3-2S-G-2-160200,1731
CANO-H3-2S-G-2-180200,1853
CANO-H3-2S-G-2-200200,1966
CANO-H3-2S-G-3-160200,1796
CANO-H3-2S-G-3-180200,1923
CANO-H3-2S-G-3-200200,2039
CANO-H3-2S-G-4-160200,1847
CANO-H3-2S-G-4-180200,1978
CANO-H3-2S-G-4-200200,2095
CANO-H3-2S-G-5-160200,1978
CANO-H3-2S-G-5-180200,2115
CANO-H3-2S-G-5-200200,2239
CANO-H3-2S-G-6-160200,2014
CANO-H3-2S-G-6-180200,2152
CANO-H3-2S-G-6-200200,2279
CANO-H3-2S4-1-080200,1068
CANO-H3-2S4-1-090200,1135
CANO-H3-2S4-1-100200,1204
CANO-H3-2S4-1-120200,1419
CANO-H3-2S4-1-140200,1558
CANO-H3-2S4-1-160200,1748
CANO-H3-2S4-1-180200,1914
CANO-H3-2S4-1-200200,2069
CANO-H3-2S4-2-080200,1107
CANO-H3-2S4-2-090200,1175
CANO-H3-2S4-2-100200,1244
CANO-H3-2S4-2-120200,1462
CANO-H3-2S4-2-140200,1604
CANO-H3-2S4-2-160200,1796
CANO-H3-2S4-2-180200,1965
CANO-H3-2S4-2-200200,2124
CANO-H3-2S4-3-080200,1159
CANO-H3-2S4-3-090200,1227
CANO-H3-2S4-3-100200,1300
CANO-H3-2S4-3-120200,1521
CANO-H3-2S4-3-140200,1668
CANO-H3-2S4-3-160200,1863
CANO-H3-2S4-3-180200,2036
CANO-H3-2S4-3-200200,2197
CANO-H3-2S4-4-080200,1199
CANO-H3-2S4-4-090200,1269
CANO-H3-2S4-4-100200,1343
CANO-H3-2S4-4-120200,1566
CANO-H3-2S4-4-140200,1716
CANO-H3-2S4-4-160200,1914
CANO-H3-2S4-4-180200,2090
CANO-H3-2S4-4-200200,2253
CANO-H3-2S4-5-080200,1302
CANO-H3-2S4-5-090200,1374
CANO-H3-2S4-5-100200,1452
CANO-H3-2S4-5-120200,1682
CANO-H3-2S4-5-140200,1839
CANO-H3-2S4-5-160200,2044
CANO-H3-2S4-5-180200,2228
CANO-H3-2S4-5-200200,2397
CANO-H3-2S4-6-080200,1329
CANO-H3-2S4-6-090200,1403
CANO-H3-2S4-6-100200,1482
CANO-H3-2S4-6-120200,1714
CANO-H3-2S4-6-140200,1873
CANO-H3-2S4-6-160200,2079
CANO-H3-2S4-6-180200,2264
CANO-H3-2S4-6-200200,2437
CANO-H3-2S4-G-1-160200,1871
CANO-H3-2S4-G-1-180200,2017
CANO-H3-2S4-G-1-200200,2149
CANO-H3-2S4-G-2-160200,1921
CANO-H3-2S4-G-2-180200,2068
CANO-H3-2S4-G-2-200200,2202
CANO-H3-2S4-G-3-160200,1986
CANO-H3-2S4-G-3-180200,2138
CANO-H3-2S4-G-3-200200,2276
CANO-H3-2S4-G-4-160200,2037
CANO-H3-2S4-G-4-180200,2191
CANO-H3-2S4-G-4-200200,2333
CANO-H3-2S4-G-5-160200,2168
CANO-H3-2S4-G-5-180200,2328
CANO-H3-2S4-G-5-200200,2477
CANO-H3-2S4-G-6-160200,2204
CANO-H3-2S4-G-6-180200,2365
CANO-H3-2S4-G-6-200200,2517
PINTA-H2-7P-2F-1-080200,1173
PINTA-H2-7P-2F-1-090200,1220
PINTA-H2-7P-2F-1-100200,1296
PINTA-H2-7P-2F-1-120200,1519
PINTA-H2-7P-2F-1-140200,1671
PINTA-H2-7P-2F-1-160200,1892
PINTA-H2-7P-2F-1-180200,2073
PINTA-H2-7P-2F-1-200200,2208
PINTA-H2-7P-2F-2-080200,1211
PINTA-H2-7P-2F-2-090200,1260
PINTA-H2-7P-2F-2-100200,1336
PINTA-H2-7P-2F-2-120200,1562
PINTA-H2-7P-2F-2-140200,1718
PINTA-H2-7P-2F-2-160200,1940
PINTA-H2-7P-2F-2-180200,2124
PINTA-H2-7P-2F-2-200200,2262
PINTA-H2-7P-2F-3-080200,1264
PINTA-H2-7P-2F-3-090200,1313
PINTA-H2-7P-2F-3-100200,1392
PINTA-H2-7P-2F-3-120200,1621
PINTA-H2-7P-2F-3-140200,1780
PINTA-H2-7P-2F-3-160200,2007
PINTA-H2-7P-2F-3-180200,2195
PINTA-H2-7P-2F-3-200200,2335
PINTA-H2-7P-2F-4-080200,1304
PINTA-H2-7P-2F-4-090200,1355
PINTA-H2-7P-2F-4-100200,1436
PINTA-H2-7P-2F-4-120200,1668
PINTA-H2-7P-2F-4-140200,1828
PINTA-H2-7P-2F-4-160200,2058
PINTA-H2-7P-2F-4-180200,2247
PINTA-H2-7P-2F-4-200200,2391
PINTA-H2-7P-2F-5-080200,1407
PINTA-H2-7P-2F-5-090200,1460
PINTA-H2-7P-2F-5-100200,1544
PINTA-H2-7P-2F-5-120200,1784
PINTA-H2-7P-2F-5-140200,1951
PINTA-H2-7P-2F-5-160200,2188
PINTA-H2-7P-2F-5-180200,2385
PINTA-H2-7P-2F-5-200200,2537
PINTA-H2-7P-2F-6-080200,1434
PINTA-H2-7P-2F-6-090200,1489
PINTA-H2-7P-2F-6-100200,1575
PINTA-H2-7P-2F-6-120200,1815
PINTA-H2-7P-2F-6-140200,1985
PINTA-H2-7P-2F-6-160200,2225
PINTA-H2-7P-2F-6-180200,2423
PINTA-H2-7P-2F-6-200200,2575
PINTA-H2-7P-2F-G-1-160200,2082
PINTA-H2-7P-2F-G-1-180200,2188
PINTA-H2-7P-2F-G-1-200200,2334
PINTA-H2-7P-2F-G-2-160200,2130
PINTA-H2-7P-2F-G-2-180200,2239
PINTA-H2-7P-2F-G-2-200200,2387
PINTA-H2-7P-2F-G-3-160200,2197
PINTA-H2-7P-2F-G-3-180200,2310
PINTA-H2-7P-2F-G-3-200200,2460
PINTA-H2-7P-2F-G-4-160200,2249
PINTA-H2-7P-2F-G-4-180200,2362
PINTA-H2-7P-2F-G-4-200200,2518
PINTA-H2-7P-2F-G-5-160200,2378
PINTA-H2-7P-2F-G-5-180200,2500
PINTA-H2-7P-2F-G-5-200200,2662
PINTA-H2-7P-2F-G-6-160200,2415
PINTA-H2-7P-2F-G-6-180200,2538
PINTA-H2-7P-2F-G-6-200200,2702
PINTA-H2-7P-2F4-1-080200,1315
PINTA-H2-7P-2F4-1-090200,1381
PINTA-H2-7P-2F4-1-100200,1475
PINTA-H2-7P-2F4-1-120200,1731
PINTA-H2-7P-2F4-1-140200,1920
PINTA-H2-7P-2F4-1-160200,2176
PINTA-H2-7P-2F4-1-180200,2392
PINTA-H2-7P-2F4-1-200200,2562
PINTA-H2-7P-2F4-2-080200,1354
PINTA-H2-7P-2F4-2-090200,1419
PINTA-H2-7P-2F4-2-100200,1515
PINTA-H2-7P-2F4-2-120200,1776
PINTA-H2-7P-2F4-2-140200,1966
PINTA-H2-7P-2F4-2-160200,2224
PINTA-H2-7P-2F4-2-180200,2444
PINTA-H2-7P-2F4-2-200200,2617
PINTA-H2-7P-2F4-3-080200,1406
PINTA-H2-7P-2F4-3-090200,1473
PINTA-H2-7P-2F4-3-100200,1571
PINTA-H2-7P-2F4-3-120200,1835
PINTA-H2-7P-2F4-3-140200,2028
PINTA-H2-7P-2F4-3-160200,2292
PINTA-H2-7P-2F4-3-180200,2513
PINTA-H2-7P-2F4-3-200200,2690
PINTA-H2-7P-2F4-4-080200,1446
PINTA-H2-7P-2F4-4-090200,1515
PINTA-H2-7P-2F4-4-100200,1614
PINTA-H2-7P-2F4-4-120200,1880
PINTA-H2-7P-2F4-4-140200,2076
PINTA-H2-7P-2F4-4-160200,2343
PINTA-H2-7P-2F4-4-180200,2568
PINTA-H2-7P-2F4-4-200200,2746
PINTA-H2-7P-2F4-5-080200,1549
PINTA-H2-7P-2F4-5-090200,1620
PINTA-H2-7P-2F4-5-100200,1722
PINTA-H2-7P-2F4-5-120200,1997
PINTA-H2-7P-2F4-5-140200,2199
PINTA-H2-7P-2F4-5-160200,2472
PINTA-H2-7P-2F4-5-180200,2705
PINTA-H2-7P-2F4-5-200200,2892
PINTA-H2-7P-2F4-6-080200,1576
PINTA-H2-7P-2F4-6-090200,1649
PINTA-H2-7P-2F4-6-100200,1751
PINTA-H2-7P-2F4-6-120200,2029
PINTA-H2-7P-2F4-6-140200,2233
PINTA-H2-7P-2F4-6-160200,2507
PINTA-H2-7P-2F4-6-180200,2742
PINTA-H2-7P-2F4-6-200200,2930
PINTA-H2-7P-2F4-G-1-160200,2367
PINTA-H2-7P-2F4-G-1-180200,2507
PINTA-H2-7P-2F4-G-1-200200,2689
PINTA-H2-7P-2F4-G-2-160200,2415
PINTA-H2-7P-2F4-G-2-180200,2558
PINTA-H2-7P-2F4-G-2-200200,2741
PINTA-H2-7P-2F4-G-3-160200,2482
PINTA-H2-7P-2F4-G-3-180200,2628
PINTA-H2-7P-2F4-G-3-200200,2815
PINTA-H2-7P-2F4-G-4-160200,2533
PINTA-H2-7P-2F4-G-4-180200,2683
PINTA-H2-7P-2F4-G-4-200200,2872
PINTA-H2-7P-2F4-G-5-160200,2663
PINTA-H2-7P-2F4-G-5-180200,2820
PINTA-H2-7P-2F4-G-5-200200,3016
PINTA-H2-7P-2F4-G-6-160200,2698
PINTA-H2-7P-2F4-G-6-180200,2857
PINTA-H2-7P-2F4-G-6-200200,3056
PINTA-H2-7P-2K-1-080200,1114
PINTA-H2-7P-2K-1-090200,1155
PINTA-H2-7P-2K-1-100200,1226
PINTA-H2-7P-2K-1-120200,1439
PINTA-H2-7P-2K-1-140200,1582
PINTA-H2-7P-2K-1-160200,1793
PINTA-H2-7P-2K-1-180200,1964
PINTA-H2-7P-2K-1-200200,2089
PINTA-H2-7P-2K-2-080200,1152
PINTA-H2-7P-2K-2-090200,1195
PINTA-H2-7P-2K-2-100200,1268
PINTA-H2-7P-2K-2-120200,1482
PINTA-H2-7P-2K-2-140200,1628
PINTA-H2-7P-2K-2-160200,1841
PINTA-H2-7P-2K-2-180200,2015
PINTA-H2-7P-2K-2-200200,2144
PINTA-H2-7P-2K-3-080200,1203
PINTA-H2-7P-2K-3-090200,1249
PINTA-H2-7P-2K-3-100200,1322
PINTA-H2-7P-2K-3-120200,1541
PINTA-H2-7P-2K-3-140200,1690
PINTA-H2-7P-2K-3-160200,1908
PINTA-H2-7P-2K-3-180200,2086
PINTA-H2-7P-2K-3-200200,2217
PINTA-H2-7P-2K-4-080200,1243
PINTA-H2-7P-2K-4-090200,1289
PINTA-H2-7P-2K-4-100200,1365
PINTA-H2-7P-2K-4-120200,1588
PINTA-H2-7P-2K-4-140200,1738
PINTA-H2-7P-2K-4-160200,1959
PINTA-H2-7P-2K-4-180200,2139
PINTA-H2-7P-2K-4-200200,2273
PINTA-H2-7P-2K-5-080200,1346
PINTA-H2-7P-2K-5-090200,1396
PINTA-H2-7P-2K-5-100200,1474
PINTA-H2-7P-2K-5-120200,1704
PINTA-H2-7P-2K-5-140200,1861
PINTA-H2-7P-2K-5-160200,2089
PINTA-H2-7P-2K-5-180200,2276
PINTA-H2-7P-2K-5-200200,2417
PINTA-H2-7P-2K-6-080200,1373
